,Code,Name,Country,Exchange,Currency,Type,Isin
33739,PFH,Prudential Financial Inc Preferred,USA,NYSE,USD,Common Stock,US7443208886
33740,PFHO,Pacific Health Care Organization Inc,USA,OTCQB,USD,Common Stock,
33744,PFIE,Profire Ene,USA,NASDAQ,USD,Common Stock,US74316X1019
33752,PFIN,P&F Industries Inc,USA,NASDAQ,USD,Common Stock,US6928305084
33756,PFIS,Peoples Fin,USA,NASDAQ,USD,Common Stock,US7110401053
33764,PFLC,Pacific Financial Corp,USA,OTCQX,USD,Common Stock,US6942751081
33770,PFLT,PennantPark Floating Rate Capital Ltd,USA,NYSE,USD,Common Stock,US70806A1060
33773,PFMT,Performant Financial Corporation,USA,NASDAQ,USD,Common Stock,US71377E1055
33776,PFND,Pathfinder Cell Therapy Inc,USA,PINK,USD,Common Stock,
33779,PFNO,Parafin Corp,USA,PINK,USD,Common Stock,US69912M4006
33784,PFODF,Premier Foods plc,USA,PINK,USD,Common Stock,
33789,PFPLF,Propel Funeral Partners Limited,USA,PINK,USD,Common Stock,
33802,PFRRF,PetroFrontier Corp,USA,PINK,USD,Common Stock,CA71648X1069
33807,PFS,Provident Financial Services Inc,USA,NYSE,USD,Common Stock,US74386T1051
33810,PFSI,PennyMac Finl Svcs Inc,USA,NYSE,USD,Common Stock,US70932M1071
33817,PFSW,PFSweb Inc,USA,NASDAQ,USD,Common Stock,US7170982067
33819,PFTA,Portage Fintech Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG7185D1060
33820,PFTAU,Portage Fintech Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG7185D1227
33821,PFTAW,Portage Fintech Acquisition Corporation Warrant,USA,NASDAQ,USD,Common Stock,
33824,PFTI,Puradyn Filter Technologies Inc,USA,PINK,USD,Common Stock,US7460911073
33834,PFX,Phenixfin Corporation,USA,NASDAQ,USD,Common Stock,US71742W1036
33837,PFXNZ,PhenixFIN Corporation  5.25% Notes due 2028,USA,NASDAQ,USD,Common Stock,
33839,PG,Procter & Gamble Company,USA,NYSE,USD,Common Stock,US7427181091
33844,PGAI,PGI Incorporated,USA,PINK,USD,Common Stock,
33850,PGAS,Petrogress Inc,USA,PINK,USD,Common Stock,US71650A3095
33863,PGC,Peapack-Gladstone Financial,USA,NASDAQ,USD,Common Stock,US7046991078
33865,PGCMF,Puregold Price Club Inc,USA,PINK,USD,Common Stock,
33877,PGEN,Precigen Inc,USA,NASDAQ,USD,Common Stock,US74017N1054
33878,PGENY,Pigeon Corp ADR,USA,PINK,USD,Common Stock,US7210061047
33882,PGEZF,Group Ten Metals Inc,USA,OTCQB,USD,Common Stock,
33887,PGFY,Pingify International Inc,USA,OTCCE,USD,Common Stock,
33892,PGGG,Pegasus Gaming Corp,USA,OTCCE,USD,Common Stock,
33902,PGID,Peregrine Industries Inc,USA,PINK,USD,Common Stock,
33903,PGIE,PGI Energy Inc,USA,OTCCE,USD,Common Stock,
33928,PGLDF,P2 Gold Inc,USA,OTCQB,USD,Common Stock,
33940,PGNN,Paragon Financial Solutions Inc,USA,PINK,USD,Common Stock,US69912S1006
33942,PGNT,Paragon Technologies Inc,USA,PINK,USD,Common Stock,US69912T1088
33943,PGNY,Progyny Inc,USA,NASDAQ,USD,Common Stock,US74340E1038
33944,PGNYF,Hartshead Resources NL,USA,PINK,USD,Common Stock,
33949,PGOG,Perf Go Green Holdings Inc,USA,OTCCE,USD,Common Stock,
33950,PGOL,Patriot Gold Corp,USA,OTCQB,USD,Common Stock,US70337F1030
33957,PGPEF,Publicis Groupe S.A,USA,OTCQX,USD,Common Stock,
33958,PGPGF,Power Group Projects Corp,USA,PINK,USD,Common Stock,
33959,PGPHF,Partners Group,USA,PINK,USD,Common Stock,CH0024608827
33960,PGPKY,Pge Polska Energ Unsp/Adr,USA,PINK,USD,Common Stock,
33961,PGPM,Pilgrim Petroleum Corporation,USA,OTCCE,USD,Common Stock,
33963,PGPXF,PetroCorp Group Inc,USA,PINK,USD,Common Stock,
33965,PGR,Progressive Corp,USA,NYSE,USD,Common Stock,US7433151039
33967,PGRE,Paramount Group Inc,USA,NYSE,USD,Common Stock,US69924R1086
33976,PGRU,PropertyGuru Group Ltd,USA,NYSE,USD,Common Stock,KYG7258M1087
33985,PGSS,Pegasus Digital Mobility Acquisition Corp,USA,NYSE,USD,Common Stock,KYG697681024
33986,PGSS-UN,Pegasus Digital Mobility Acquisition Corp.,USA,NASDAQ,USD,Common Stock,
33991,PGTI,PGT Innovations Inc,USA,NYSE,USD,Common Stock,US69336V1017
33993,PGTK,Pacific Green Technologies Inc,USA,OTCQB,USD,Common Stock,
34001,PGUCY,Prosegur Cash S.A,USA,PINK,USD,Common Stock,
34002,PGUUF,Prosegur Cash S.A,USA,PINK,USD,Common Stock,
34006,PGVI,Promithian Global Ventures Inc,USA,PINK,USD,Common Stock,US74345K2033
34011,PGWFF,PGG Wrightson Limited,USA,PINK,USD,Common Stock,
34016,PGXFF,Prosper Gold Corp,USA,OTCQX,USD,Common Stock,
34019,PGXPF,Pelangio Exploration Inc,USA,PINK,USD,Common Stock,
34020,PGY,Pagaya Technologies Ltd.,USA,NASDAQ,USD,Common Stock,
34021,PGYC,Patriot Energy Corporation,USA,OTCCE,USD,Common Stock,
34023,PGYWW,Pagaya Technologies Ltd. Warrants,USA,NASDAQ,USD,Common Stock,
34025,PGZ,Principal Real Estate Income Closed Fund,USA,NYSE,USD,Common Stock,US74255X1046
34026,PH,Parker-Hannifin Corporation,USA,NYSE,USD,Common Stock,US7010941042
34027,PHAR,Pharming Group NV,USA,NASDAQ,USD,Common Stock,US71716E1055
34028,PHASQ,PhaseBio Pharmaceuticals Inc.,USA,PINK,USD,Common Stock,US7172241090
34030,PHAT,Phathom Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US71722W1071
34033,PHBI,Pharmagreen Biotech Inc,USA,PINK,USD,Common Stock,
34034,PHCFF,Puhui Wealth Investment Management Co. Ltd.,USA,PINK,USD,Common Stock,
34035,PHCG,Pure Harvest Cannabis Group Inc,USA,PINK,USD,Common Stock,US74625M1018
34037,PHCI,Panamera Holdings Corporation,USA,PINK,USD,Common Stock,
34039,PHCLF,Pure Hydrogen Corporation Limited,USA,PINK,USD,Common Stock,
34040,PHCUF,Photocure ASA,USA,PINK,USD,Common Stock,
34041,PHD,Pioneer Floating Rate Trust,USA,NYSE,USD,Common Stock,US72369J1025
34046,PHDWY,PT Ace Hardware Indonesia Tbk,USA,PINK,USD,Common Stock,
34055,PHG,Koninklijke Philips NV ADR,USA,NYSE,USD,Common Stock,US5004723038
34056,PHGD,Phil-Good Products Inc,USA,PINK,USD,Common Stock,
34057,PHGE,Biomx Inc,USA,NYSE MKT,USD,Common Stock,US09090D1037
34058,PHGEW,BiomX Inc,USA,PINK,USD,Common Stock,
34059,PHGUF,Pharming Group N.V,USA,PINK,USD,Common Stock,
34060,PHI,PLDT Inc ADR,USA,NYSE,USD,Common Stock,US69344D4088
34063,PHIG,PHI Group Inc,USA,PINK,USD,Common Stock,
34065,PHIL,PHI Group Inc,USA,PINK,USD,Common Stock,US69338D2080
34066,PHIN,PHINIA Inc.,USA,NYSE,USD,Common Stock,
34067,PHIN-WI,PHINIA Inc.,USA,NYSE,USD,Common Stock,
34068,PHIO,Phio Pharmaceuticals Corp,USA,NASDAQ,USD,Common Stock,US71880W3034
34078,PHJMF,PT Hanjaya Mandala Sampoerna Tbk,USA,PINK,USD,Common Stock,
34086,PHKIF,Poly Property Group Co. Limited,USA,PINK,USD,Common Stock,
34089,PHLI,PacificHealth Laboratories Inc,USA,PINK,USD,Common Stock,US6951131001
34093,PHM,PulteGroup Inc,USA,NYSE,USD,Common Stock,US7458671010
34094,PHMB,Pharmacom Biovet Inc,USA,OTCCE,USD,Common Stock,US71720A1079
34096,PHMMF,Pharma Mar SAU,USA,PINK,USD,Common Stock,ES0169501022
34097,PHNGF,Phinergy Ltd,USA,PINK,USD,Common Stock,
34098,PHNMF,Phenom Resources Corp,USA,OTCQX,USD,Common Stock,
34101,PHOS,Phosphate Holdings Inc,USA,PINK,USD,Common Stock,
34102,PHOT,Growlife Inc,USA,PINK,USD,Common Stock,US39985X2036
34105,PHPMF,Philip Morris CR a.s,USA,PINK,USD,Common Stock,
34107,PHPPY,Signify N.V,USA,PINK,USD,Common Stock,
34108,PHPRF,Primary Health Properties PLC,USA,PINK,USD,Common Stock,
34110,PHPYF,Pushpay Holdings Limited,USA,PINK,USD,Common Stock,
34111,PHR,Phreesia Inc,USA,NYSE,USD,Common Stock,US71944F1066
34115,PHRRF,Pharmather Holdings Ltd,USA,OTCQB,USD,Common Stock,CA71716H1082
34116,PHRX,Pharmagen Inc,USA,OTCCE,USD,Common Stock,US71715W1062
34117,PHRZF,Pharol SGPS S.A,USA,PINK,USD,Common Stock,
34129,PHT,Pioneer High Income Closed Fund,USA,NYSE,USD,Common Stock,US72369H1068
34130,PHTCF,PLDT Inc,USA,PINK,USD,Common Stock,
34139,PHUN,Phunware Inc,USA,NASDAQ,USD,Common Stock,US71948P1003
34140,PHUNW,Phunware Inc,USA,NASDAQ,USD,Common Stock,
34141,PHVS,Pharvaris BV,USA,NASDAQ,USD,Common Stock,NL00150005Y4
34142,PHX,PHX Minerals Inc,USA,NYSE,USD,Common Stock,US69291A1007
34143,PHXHF,PHX Energy Services Corp,USA,OTCQB,USD,Common Stock,
34144,PHXM,PHAXIAM Therapeutics S.A.,USA,NASDAQ,USD,Common Stock,US29604W1080
34154,PHYMF,iShares Physical Metals plc - iShares Physical Gold ETC,USA,PINK,USD,ETC,
34157,PHYOF,IXICO plc,USA,PINK,USD,Common Stock,
34163,PHYT,Pyrophyte Acquisition Corp,USA,NYSE,USD,Common Stock,KYG7308P1019
34167,PI,Impinj Inc,USA,NASDAQ,USD,Common Stock,US4532041096
34168,PIAC,Princeton Capital Corporation,USA,PINK,USD,Common Stock,
34170,PIAGF,Piaggio & C. SpA,USA,PINK,USD,Common Stock,
34171,PIAHY,Ping An Healthcare and Technology Company Limited,USA,PINK,USD,Common Stock,
34172,PIAI,Prime Impact Acquisition I,USA,NYSE,USD,Common Stock,KYG610741038
34173,PIAIF,Ping An Insurance,USA,PINK,USD,Common Stock,CNE1000003X6
34180,PICC,Pivotal Investment Corp III,USA,PINK,USD,Common Stock,US72582M1062
34181,PICC-U,PICC-U,USA,PINK,USD,Common Stock,
34182,PICCW,PICCW,USA,PINK,USD,Common Stock,
34197,PIEJF,Rothschild & Co SCA,USA,PINK,USD,Common Stock,
34207,PIFFY,Indofood CBP Sukses Makmur Tbk PT ADR,USA,PINK,USD,Common Stock,US69369U1034
34211,PIFMF,PT Indofood Sukses Makmur Tbk,USA,PINK,USD,Common Stock,
34212,PIFMY,Indofood Sukses Makmur Tbk PT ADR,USA,PINK,USD,Common Stock,US45577X1054
34214,PIFR,Premier information Management Inc,USA,PINK,USD,Common Stock,
34218,PIFYF,Pine Cliff Energy Ltd,USA,PINK,USD,Common Stock,
34223,PIGEF,Pigeon Corporation,USA,PINK,USD,Common Stock,
34228,PIHG,Plural Industry Holding Group Co. Limited,USA,PINK,USD,Common Stock,
34229,PII,Polaris Industries Inc,USA,NYSE,USD,Common Stock,US7310681025
34232,PIII,P3 Health Partners Inc,USA,NASDAQ,USD,Common Stock,US7444131053
34233,PIIIW,P3 Health Partners Inc,USA,NASDAQ,USD,Common Stock,
34243,PIK,Kidpik Corp,USA,NASDAQ,USD,Common Stock,US49382L1089
34244,PIKL,Piksel Inc,USA,PINK,USD,Common Stock,
34245,PIKQF,PT Indah Kiat Pulp & Paper Tbk,USA,PINK,USD,Common Stock,
34246,PILBF,Pilbara Minerals Limited,USA,PINK,USD,Common Stock,
34249,PIM,Putnam Master Intermediate Income Trust,USA,NYSE,USD,Common Stock,US7469091000
34261,PINC,Premier Inc,USA,NASDAQ,USD,Common Stock,US74051N1028
34264,PINE,Alpine Income Property Trust Inc,USA,NYSE,USD,Common Stock,US02083X1037
34272,PINS,Pinterest Inc,USA,NYSE,USD,Common Stock,US72352L1061
34275,PINXF,The People's Insurance Company (Group) of China Limited,USA,PINK,USD,Common Stock,
34277,PINXY,Peoples Insurance Co Ltd ADR,USA,PINK,USD,Common Stock,US71114W1036
34297,PIPR,Piper Sandler Companies,USA,NYSE,USD,Common Stock,US7240781002
34302,PIRS,Pieris Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US7207951036
34319,PITAF,Poste Italiane SpA,USA,PINK,USD,Common Stock,
34321,PITPF,PT Indocement Tunggal Prakarsa Tbk,USA,PINK,USD,Common Stock,
34322,PITPY,Indocement Tunggal Prakarsa Tbk PT ADR,USA,PINK,USD,Common Stock,US69364M2052
34332,PIXY,ShiftPixy Inc,USA,NASDAQ,USD,Common Stock,US82452L2034
34345,PJET,Priority Aviation,USA,PINK,USD,Common Stock,US74273F1012
34371,PJT,PJT Partners Inc,USA,NYSE,USD,Common Stock,US69343T1079
34376,PJXRF,PJX Resources Inc,USA,OTCQB,USD,Common Stock,
34377,PK,Park Hotels & Resorts Inc,USA,NYSE,USD,Common Stock,US7005171050
34380,PKANF,Simply Better Brands Corp,USA,OTCQB,USD,Common Stock,
34383,PKBFF,PeakBirch Logic Inc,USA,PINK,USD,Common Stock,CA70470L1076
34385,PKBK,Parke Bancorp Inc,USA,NASDAQ,USD,Common Stock,US7008851062
34386,PKBO,Ignyte Acquisition Corp,USA,NASDAQ,USD,Common Stock,
34389,PKCOF,PARK24 Co. Ltd,USA,PINK,USD,Common Stock,
34390,PKCOY,Park24 Co Ltd ADR,USA,PINK,USD,Common Stock,US7014911025
34391,PKCPY,AKR Corporindo Tbk PT ADR,USA,PINK,USD,Common Stock,US69369P1049
34393,PKDC,Parker Drilling Company,USA,PINK,USD,Common Stock,
34394,PKDCW,Parker Drilling Company,USA,PINK,USD,Common Stock,
34395,PKE,Park Electrochemical Corporation,USA,NYSE,USD,Common Stock,US70014A1043
34396,PKG,Packaging Corp of America,USA,NYSE,USD,Common Stock,US6951561090
34398,PKIN,Pekin Life Insurance Co,USA,PINK,USD,Common Stock,US7056341032
34399,PKIUF,Parkland Corporation,USA,PINK,USD,Common Stock,
34400,PKKFF,Tenet Fintech Group Inc,USA,OTCQX,USD,Common Stock,CA70470F3088
34401,PKKW,Parkway Acquisition Corp,USA,OTCQX,USD,Common Stock,
34402,PKLBF,Perk Labs Inc,USA,OTCQB,USD,Common Stock,CA71401N1050
34403,PKNOF,Proteak Uno S.A.B. de C.V,USA,PINK,USD,Common Stock,
34404,PKOH,Park Ohio Holdings Corp,USA,NASDAQ,USD,Common Stock,US7006661000
34405,PKPH,Peak Pharmaceuticals Inc,USA,PINK,USD,Common Stock,US70469W1062
34407,PKPYY,Pick N Pay Stores Ltd ADR,USA,PINK,USD,Common Stock,US7195701039
34408,PKREF,Peak Resources Limited,USA,PINK,USD,Common Stock,
34412,PKST,Peakstone Realty Trust,USA,NYSE,USD,Common Stock,
34413,PKTEF,Parkit Enterprise Inc,USA,PINK,USD,Common Stock,
34414,PKTX,Protokinetix Inc,USA,OTCQB,USD,Common Stock,US7437221002
34416,PKX,POSCO Holdings Inc,USA,NYSE,USD,Common Stock,US6934831099
34417,PL,Planet Labs PBC,USA,NYSE,USD,Common Stock,US72703X1063
34419,PLAB,Photronics Inc,USA,NASDAQ,USD,Common Stock,US7194051022
34423,PLAG,Planet Green Holdings Corp,USA,NYSE MKT,USD,Common Stock,US72703U1025
34426,PLAO,Patria Latin American Opportunity,USA,NASDAQ,USD,Common Stock,KYG694541098
34427,PLAOU,Patria Latin American Opportunity Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG694541254
34428,PLAOW,Patria Latin American Opportunity Acquisition Corp.,USA,NASDAQ,USD,Common Stock,
34432,PLAY,Dave & Buster’s Entertainment,USA,NASDAQ,USD,Common Stock,US2383371091
34435,PLBC,Plumas Bancorp,USA,NASDAQ,USD,Common Stock,US7292731020
34438,PLBLF,Plantable Health Inc,USA,PINK,USD,Common Stock,
34439,PLBY,Plby Group Inc,USA,NASDAQ,USD,Common Stock,US72814P1093
34442,PLCE,Children’s Place Inc,USA,NASDAQ,USD,Common Stock,US1689051076
34446,PLCKF,Plurilock Security Inc,USA,OTCQB,USD,Common Stock,
34450,PLD,Prologis Inc,USA,NYSE,USD,Common Stock,US74340W1036
34453,PLDGP,Prologis Inc,USA,OTCQB,USD,Common Stock,US7434104094
34454,PLDIF,PLAIDInc,USA,PINK,USD,Common Stock,
34464,PLFF,Orpheum Property Inc,USA,PINK,USD,Common Stock,
34468,PLFLF,PlantFuel Life Inc,USA,PINK,USD,Common Stock,
34472,PLFRF,Palfinger AG,USA,PINK,USD,Common Stock,
34476,PLFX,Pulse Evolution Corp,USA,PINK,USD,Common Stock,US74586Y1029
34477,PLG,Platinum Group Metals Ltd,USA,NYSE MKT,USD,Common Stock,CA72765Q8829
34479,PLGDF,Palisades Goldcorp Ltd.,USA,PINK,USD,Common Stock,
34482,PLGNF,Playgon Games Inc,USA,PINK,USD,Common Stock,
34483,PLHCF,Plant Health Care plc,USA,OTCQB,USD,Common Stock,
34505,PLKT,Solar Gold Ltd,USA,OTCCE,USD,Common Stock,
34507,PLL,Piedmont Lithium Ltd ADR,USA,NASDAQ,USD,Common Stock,US72016P1057
34509,PLLHF,Gemfields Group Limited,USA,PINK,USD,Common Stock,
34510,PLLIF,Pirelli & C. S.p.A,USA,OTCGREY,USD,Common Stock,
34511,PLLMF,Plata Latina Minerals Corporation,USA,PINK,USD,Common Stock,
34512,PLLTL,Piedmont Lithium Inc,USA,PINK,USD,Common Stock,
34513,PLLWF,Polarean Imaging plc,USA,PINK,USD,Common Stock,
34514,PLM,Polymet Mining Corp,USA,NYSE MKT,USD,Common Stock,CA7319164090
34516,PLMI,Plum Acquisition I Corp,USA,NASDAQ,USD,Common Stock,KYG7134L1260
34517,PLMIU,Plum Acquisition I Corp Unit,USA,NASDAQ,USD,Unit,KYG7134L1005
34518,PLMIW,Plum Acquisition Corp. I,USA,NASDAQ,USD,Common Stock,
34520,PLMNF,Palamina Corp,USA,OTCQB,USD,Common Stock,
34522,PLMR,Palomar Holdings Inc,USA,NASDAQ,USD,Common Stock,US69753M1053
34525,PLNHF,Planet 13 Holdings Inc,USA,OTCQX,USD,Common Stock,CA72706K1012
34526,PLNT,Planet Fitness Inc,USA,NYSE,USD,Common Stock,US72703H1014
34527,PLNTQ,Proliance International Inc,USA,PINK,USD,Common Stock,
34529,PLOW,Douglas Dynamics Inc,USA,NYSE,USD,Common Stock,US25960R1059
34530,PLPC,Preformed Line Products Company,USA,NASDAQ,USD,Common Stock,US7404441047
34532,PLPKF,PPK Group Limited,USA,PINK,USD,Common Stock,
34533,PLPL,Plandai Biotech,USA,PINK,USD,Common Stock,US72703D1000
34534,PLQC,Plains Acquisition Corporation,USA,PINK,USD,Common Stock,
34541,PLRTF,Plymouth Rock Technologies Inc,USA,OTCQB,USD,Common Stock,CA7300201042
34543,PLRX,Pliant Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US7291391057
34546,PLSDF,Pulse Seismic Inc,USA,OTCQX,USD,Common Stock,CA74586Q1090
34548,PLSE,Pulse Biosciences Inc,USA,NASDAQ,USD,Common Stock,US74587B1017
34550,PLSI,Phoenix Life Sciences International Ltd,USA,PINK,USD,Common Stock,US71910Q1022
34555,PLSQF,Plus500 Ltd,USA,PINK,USD,Common Stock,
34564,PLTK,Playtika Holding Corp,USA,NASDAQ,USD,Common Stock,US72815L1070
34568,PLTN,Plutonian Acquisition Corp. Common Stock,USA,NASDAQ,USD,Common Stock,
34569,PLTNR,Plutonian Acquisition Corp. Rights,USA,NASDAQ,USD,Common Stock,
34570,PLTNU,Plutonian Acquisition Corp. Unit,USA,NASDAQ,USD,Unit,
34571,PLTNW,Plutonian Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
34576,PLTR,Palantir Technologies Inc,USA,NYSE,USD,Common Stock,US69608A1088
34580,PLTXF,Plantx Life Inc.,USA,OTCQB,USD,Common Stock,CA72750P1053
34581,PLTYF,Plastec Technologies Ltd,USA,PINK,USD,Common Stock,KYG712181042
34586,PLUG,Plug Power Inc,USA,NASDAQ,USD,Common Stock,US72919P2020
34589,PLUR,Pluri Inc.,USA,NASDAQ,USD,Common Stock,
34590,PLUS,ePlus inc,USA,NASDAQ,USD,Common Stock,US2942681071
34592,PLVFF,Plant Veda Foods Ltd,USA,PINK,USD,Common Stock,
34598,PLWN,Pinelawn Cemetery,USA,PINK,USD,Common Stock,
34599,PLWY,peoplesway.com Inc,USA,OTCCE,USD,Common Stock,US7127092036
34600,PLX,Protalix Biotherapeutics Inc,USA,NYSE MKT,USD,Common Stock,US74365A3095
34602,PLXPQ,PLx Pharma Inc.,USA,PINK,USD,Common Stock,
34603,PLXS,Plexus Corp,USA,NASDAQ,USD,Common Stock,US7291321005
34604,PLYA,Playa Hotels & Resorts BV,USA,NASDAQ,USD,Common Stock,NL0012170237
34605,PLYFF,Playfair Mining Ltd,USA,PINK,USD,Common Stock,
34606,PLYM,Plymouth Industrial REIT Inc,USA,NYSE,USD,Common Stock,US7296401026
34607,PLYM-PA,Plymouth Industrial REIT Inc,USA,NYSE MKT,USD,Preferred Stock,
34608,PLYN,Palayan Resources Inc,USA,PINK,USD,Common Stock,
34609,PLYR,Polymeric Resources Corporation,USA,PINK,USD,Common Stock,US7317872064
34610,PLYZ,Plyzer Technologies Inc,USA,PINK,USD,Common Stock,US73016P1030
34613,PM,Philip Morris International Inc,USA,NYSE,USD,Common Stock,US7181721090
34618,PMAH,PlasmaTech Inc,USA,OTCCE,USD,Common Stock,
34629,PMBHF,Pharmala Biotech Holdings Inc.,USA,PINK,USD,Common Stock,
34633,PMBPF,Pembina Pipeline Corporation,USA,PINK,USD,Common Stock,
34636,PMBY,Postd Merchant Banque,USA,PINK,USD,Common Stock,US73751Y1038
34637,PMCB,PharmaCyte Biotech Inc,USA,NASDAQ,USD,Common Stock,US71715X2036
34638,PMCCF,Peloton Minerals Corporation,USA,OTCQB,USD,Common Stock,
34641,PMCOF,Prospector Metals Corp.,USA,OTCQB,USD,Common Stock,
34642,PMCUF,Pro Medicus Limited,USA,PINK,USD,Common Stock,
34643,PMD,Psychemedics Corporation,USA,NASDAQ,USD,Common Stock,US7443752057
34649,PMDKF,PT. Mitra Adiperkasa Tbk,USA,PINK,USD,Common Stock,
34650,PMDKY,Mitra Adiperkasa Tbk PT ADR,USA,PINK,USD,Common Stock,US69369G1040
34651,PMDP,Plateau Mineral Development Inc,USA,OTCCE,USD,Common Stock,
34653,PMDRF,Prime Meridian Resources Corp,USA,PINK,USD,Common Stock,
34655,PMEA,PM&E Inc,USA,PINK,USD,Common Stock,
34656,PMEDF,Predictmedix Inc,USA,OTCQB,USD,Common Stock,
34659,PMETF,Patriot Battery Metals Inc,USA,OTCQB,USD,Common Stock,
34673,PMGM,Priveterra Acquisition Corp,USA,NASDAQ,USD,Common Stock,US74275N1028
34674,PMGMU,Priveterra Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US74275N2018
34675,PMGMW,Priveterra Acquisition Corp,USA,NASDAQ,USD,Common Stock,
34677,PMGYF,Perpetual Energy Inc,USA,PINK,USD,Common Stock,US6992191014
34678,PMHG,Prime Meridian Holding Company,USA,OTCQX,USD,Common Stock,
34684,PMIR,The PMI Group Inc,USA,OTCGREY,USD,Common Stock,
34691,PMKRF,Playmaker Capital Inc,USA,OTCQX,USD,Common Stock,
34695,PMM,Putnam Managed Municipal Income Closed Fund,USA,NYSE,USD,Common Stock,US7468231037
34696,PMMAF,Puma SE,USA,PINK,USD,Common Stock,DE0006969603
34697,PMMBF,Pembina Pipeline Corporation CUM PFD SER A 21,USA,PINK,USD,Common Stock,
34698,PMMCF,Pampa Metals Corporation,USA,OTCQB,USD,Common Stock,
34700,PMMEF,Premium Exploration Inc,USA,PINK,USD,Common Stock,
34702,PMN,ProMIS Neurosciences Inc.,USA,NASDAQ,USD,Common Stock,
34707,PMNXF,Perseus Mining Limited,USA,PINK,USD,Common Stock,
34709,PMO,Putnam Municipal Opportunities Trust,USA,NYSE,USD,Common Stock,US7469221037
34712,PMOIF,Harbour Energy plc,USA,PINK,USD,Common Stock,
34714,PMOMF,Prismo Metals Inc.,USA,OTCQB,USD,Common Stock,
34719,PMOZ,PrismOne Group Inc,USA,PINK,USD,Common Stock,
34722,PMPG,Premier Products Group Inc,USA,PINK,USD,Common Stock,US74056P1021
34729,PMREF,Primaris Real Estate Investment Trust,USA,PINK,USD,Common Stock,
34738,PMSNF,Proteome Sciences plc,USA,PINK,USD,Common Stock,
34741,PMT,PennyMac Mortgage Investment Trust,USA,NYSE,USD,Common Stock,US70931T1034
34742,PMT-PA,PennyMac Mortgage Investment Trust,USA,NYSE,USD,Preferred Stock,
34743,PMT-PB,PennyMac Mortgage Investment Trust,USA,NYSE,USD,Preferred Stock,
34744,PMT-PC,PennyMac Mortgage Investment Trust,USA,NASDAQ,USD,Preferred Stock,
34749,PMTS,CPI Card Group Inc,USA,NASDAQ,USD,Common Stock,US12634H2004
34751,PMTYF,Playmates Toys Ltd,USA,PINK,USD,Common Stock,BMG7147S1008
34761,PMVP,Pmv Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US69353Y1038
34780,PNAC,Prime Number Acquisition I Corp,USA,NASDAQ,USD,Common Stock,
34781,PNACR,Prime Number Acquisition I Corp,USA,NASDAQ,USD,Common Stock,
34782,PNACU,Prime Number Acquisition I Corp Unit,USA,NASDAQ,USD,Unit,US74168P2065
34783,PNACW,Prime Number Acquisition I Corp,USA,NASDAQ,USD,Common Stock,
34784,PNADF,PETRONAS Dagangan Berhad,USA,PINK,USD,Common Stock,
34785,PNAGF,PETRONAS Gas Berhad,USA,PINK,USD,Common Stock,
34790,PNBC,Princeton National Bancorp Inc,USA,OTCCE,USD,Common Stock,US7422821063
34792,PNBI,Pioneer Bankshares Inc,USA,PINK,USD,Common Stock,US7236181043
34793,PNBK,Patriot National Bancorp Inc,USA,NASDAQ,USD,Common Stock,US70336F2039
34794,PNC,PNC Financial Services Group Inc,USA,NYSE,USD,Common Stock,US6934751057
34796,PNCKF,Galleon Gold Corp,USA,PINK,USD,Common Stock,
34799,PNDHF,Pond Technologies Holdings Inc,USA,OTCQB,USD,Common Stock,
34802,PNDXF,Pandox AB (publ),USA,PINK,USD,Common Stock,
34803,PNDZF,Pandora A/S,USA,PINK,USD,Common Stock,
34807,PNFP,Pinnacle Financial Partners Inc,USA,NASDAQ,USD,Common Stock,US72346Q1040
34808,PNFPP,Pinnacle Financial Partners Inc,USA,NASDAQ,USD,Preferred Stock,
34809,PNGAF,Pangea Natural Foods Inc.,USA,OTCQB,USD,Common Stock,
34811,PNGAY,Ping An Insurance Company of China,USA,PINK,USD,Common Stock,US72341E3045
34812,PNGB,Panglobal Brands Inc,USA,OTCCE,USD,Common Stock,
34813,PNGM,Er Therapeutics Inc,USA,OTCCE,USD,Common Stock,US7070622045
34815,PNGZF,Paringa Resources Limited,USA,PINK,USD,Common Stock,
34824,PNM,PNM Resources Inc,USA,NYSE,USD,Common Stock,US69349H1077
34827,PNMXO,Public Service Company of New Mexico PFD 4.58%,USA,PINK,USD,Common Stock,US7444998808
34829,PNNEF,Pennine Petroleum Corporation,USA,PINK,USD,Common Stock,
34830,PNNT,PennantPark Investment Corporation,USA,NYSE,USD,Common Stock,US7080621045
34831,PNNX,Pennexx Foods Inc,USA,PINK,USD,Common Stock,
34833,PNOCF,Penta-Ocean Construction Co. Ltd,USA,PINK,USD,Common Stock,
34840,PNPFF,Pinetree Capital Ltd,USA,PINK,USD,Common Stock,CA7233308583
34841,PNPL,Pineapple Express,USA,PINK,USD,Common Stock,US72302T1007
